ModelName,FBXPath,fbx_version,vertex_count,mesh_arrays,min_x,max_x,extent_x,center_x,min_y,max_y,extent_y,center_y,min_z,max_z,extent_z,center_z,error
S_DOORWINDOW,models/stone_structures/S_DOORWINDOW.fbx,7400,72,1,-2.917358,2.917978,5.835336,0.00031,0.0,3.394531,3.394531,1.697266,-0.286132,0.286133,0.572265,0.0,
S_DOOR_H,models/stone_structures/S_DOOR_H.fbx,7400,60,1,-1.587736,1.588356,3.176092,0.00031,0.0,3.394531,3.394531,1.697266,-0.286132,0.286133,0.572265,0.0,
S_FLOOR,models/stone_structures/S_FLOOR.fbx,7400,24,1,-2.622341,2.622341,5.244682,0.0,-0.162994,0.162994,0.325988,0.0,-2.622341,2.622341,5.244682,0.0,
S_FLOOR_Q,models/stone_structures/S_FLOOR_Q.fbx,7400,24,1,-1.325936,1.325936,2.651872,0.0,-0.13086,0.13086,0.26172,0.0,-1.325936,1.325936,2.651872,0.0,
S_GDOOR,models/stone_structures/S_GDOOR.fbx,7400,80,1,-2.845703,2.845703,5.691406,0.0,0.0,3.332031,3.332031,1.666016,-2.799837,0.317798,3.117635,-1.24102,
S_GFLOOR,models/stone_structures/S_GFLOOR.fbx,7400,48,1,-2.622341,2.622341,5.244682,0.0,-0.162994,0.162994,0.325988,0.0,-2.622341,2.622341,5.244682,0.0,
S_RAMP,models/stone_structures/S_RAMP.fbx,7400,576,1,-2.666016,2.666016,5.332032,0.0,-0.237137,3.253906,3.491043,1.508385,-2.728623,2.724263,5.452886,-0.00218,
S_RAMP_H,models/stone_structures/S_RAMP_H.fbx,7400,560,1,-1.328,1.328,2.656,0.0,-0.237137,3.253906,3.491043,1.508385,-2.728623,2.724263,5.452886,-0.00218,
S_RAMP_Q_TOP,models/stone_structures/S_RAMP_Q_TOP.fbx,7400,64,1,-1.328942,1.338819,2.667761,0.004939,-1.135742,0.140406,1.276148,-0.497668,-1.334951,1.374109,2.70906,0.019579,
S_ROOF0,models/stone_structures/S_ROOF0.fbx,7400,48,1,-2.978516,2.978516,5.957032,0.0,-0.079619,1.774264,1.853883,0.847322,-2.978516,2.978516,5.957032,0.0,
S_ROOF1,models/stone_structures/S_ROOF1.fbx,7400,62,1,-3.255859,3.255859,6.511718,0.0,0.0,2.855469,2.855469,1.427734,-3.255859,3.255859,6.511718,0.0,
S_ROOF2,models/stone_structures/S_ROOF2.fbx,7400,24,1,-3.083984,3.083984,6.167968,0.0,0.000278,1.260044,1.259766,0.630161,-3.083984,3.083984,6.167968,0.0,
S_ROOF3,models/stone_structures/S_ROOF3.fbx,7400,60,1,-3.230469,3.230469,6.460938,0.0,0.022065,1.17148,1.149415,0.596772,-3.230469,3.230469,6.460938,0.0,
S_ROOF4,models/stone_structures/S_ROOF4.fbx,7400,64,1,-2.445546,2.445546,4.891092,0.0,2.816526,4.032494,1.215968,3.42451,-2.445546,2.445546,4.891092,0.0,
S_ROOF5,models/stone_structures/S_ROOF5.fbx,7400,70,1,-2.945312,2.945312,5.890624,0.0,-0.129151,2.298828,2.427979,1.084838,-2.945312,2.945312,5.890624,0.0,
S_ROOF_C,models/stone_structures/S_ROOF_C.fbx,7400,329,1,-2.753906,2.707031,5.460937,-0.023438,-0.014069,3.345703,3.359772,1.665817,-2.710938,2.765625,5.476563,0.027344,
S_ROOF_E_CAP,models/stone_structures/S_ROOF_E_CAP.fbx,7400,78,1,-0.098683,0.109124,0.207807,0.00522,-0.0,1.267666,1.267666,0.633833,-2.495986,2.495986,4.991972,0.0,
S_ROOF_E_Q,models/stone_structures/S_ROOF_E_Q.fbx,7400,44,1,-0.098163,0.108641,0.206804,0.005239,-0.0,3.095584,3.095584,1.547792,-1.333008,1.331055,2.664063,-0.000977,
S_ROOF_IC,models/stone_structures/S_ROOF_IC.fbx,7400,368,1,-2.853516,2.703125,5.556641,-0.075196,-0.010796,3.345704,3.3565,1.667454,-2.701171,2.814453,5.515624,0.056641,
S_ROOF_M,models/stone_structures/S_ROOF_M.fbx,7400,12,1,-2.794922,2.794922,5.589844,0.0,0.245362,3.46289,3.217528,1.854126,-2.820312,2.853516,5.673828,0.016602,
S_ROOF_M_CAP,models/stone_structures/S_ROOF_M_CAP.fbx,7400,104,1,-2.853792,2.853792,5.707584,0.0,-0.112845,1.76376,1.876605,0.825457,-2.727457,2.738017,5.465474,0.00528,
S_ROOF_M_Q,models/stone_structures/S_ROOF_M_Q.fbx,7400,20,1,-2.849609,2.849609,5.699218,0.0,0.0,3.345703,3.345703,1.672851,-1.542969,1.333008,2.875977,-0.10498,
S_ROOF_M_WIN,models/stone_structures/S_ROOF_M_WIN.fbx,7400,94,1,-2.713729,2.713729,5.427458,0.0,0.087072,3.315342,3.22827,1.701207,-2.694554,2.709254,5.403809,0.00735,
S_TRIFLOOR,models/stone_structures/S_TRIFLOOR.fbx,7400,18,1,-2.995103,1.52119,4.516293,-0.736956,-0.146383,0.146383,0.292766,0.0,-2.617382,2.607724,5.225106,-0.004829,
S_TRIFLOOR_Q,models/stone_structures/S_TRIFLOOR_Q.fbx,7400,18,1,-1.460405,0.756819,2.217224,-0.351793,-0.142667,0.142665,0.285332,-1e-06,-1.289447,1.283333,2.57278,-0.003057,
S_WALL,models/stone_structures/S_WALL.fbx,7400,144,1,-2.845703,2.845703,5.691406,0.0,0.0,3.332031,3.332031,1.666016,-0.339111,0.339112,0.678223,1e-06,
S_WALLDIAGONAL,models/stone_structures/S_WALLDIAGONAL.fbx,7400,48,1,-2.917358,2.917978,5.835336,0.00031,0.0,3.394531,3.394531,1.697266,-0.286132,0.286133,0.572265,0.0,
S_WALL_H,models/stone_structures/S_WALL_H.fbx,7400,44,1,-1.511719,1.511719,3.023438,0.0,-0.070984,3.404297,3.475281,1.666657,-0.2146,0.2146,0.4292,0.0,
S_WALL_Q,models/stone_structures/S_WALL_Q.fbx,7400,72,1,-2.917358,2.917978,5.835336,0.00031,0.0,0.82493,0.82493,0.412465,-0.317925,0.317926,0.635851,0.0,
S_WALL_Q1,models/stone_structures/S_WALL_Q1.fbx,7400,72,1,-2.917358,2.917978,5.835336,0.00031,0.0,0.82493,0.82493,0.412465,-0.317925,0.317926,0.635851,0.0,
S_WALL_Q_H,models/stone_structures/S_WALL_Q_H.fbx,7400,72,1,-1.531102,1.531722,3.062824,0.00031,0.0,0.82493,0.82493,0.412465,-0.317925,0.317926,0.635851,0.0,
S_WALL_Q_H1,models/stone_structures/S_WALL_Q_H1.fbx,7400,72,1,-1.531102,1.531722,3.062824,0.00031,0.0,0.82493,0.82493,0.412465,-0.317925,0.317926,0.635851,0.0,
S_WALL_SUPPORTS,models/stone_structures/S_WALL_SUPPORTS.fbx,7400,92,1,-0.57741,0.579037,1.156447,0.000814,0.0,2.197952,2.197952,1.098976,-0.213927,0.57303,0.786957,0.179551,
S_WALL_WIN1,models/stone_structures/S_WALL_WIN1.fbx,7400,184,1,-2.917358,2.917978,5.835336,0.00031,0.0,3.332031,3.332031,1.666016,-0.339111,0.339112,0.678223,1e-06,
S_WALL_WIN2,models/stone_structures/S_WALL_WIN2.fbx,7400,64,1,-2.917358,2.917978,5.835336,0.00031,0.0,3.332031,3.332031,1.666016,-0.286132,0.286133,0.572265,0.0,
S_WALL_WIN3,models/stone_structures/S_WALL_WIN3.fbx,7400,88,1,-2.917358,2.917978,5.835336,0.00031,0.0,3.394531,3.394531,1.697266,-0.286132,0.286133,0.572265,0.0,
S_WALL_WINDOW,models/stone_structures/S_WALL_WINDOW.fbx,7400,64,1,-2.917358,2.917978,5.835336,0.00031,0.0,3.394531,3.394531,1.697266,-0.286132,0.286133,0.572265,0.0,
CONTAINER0,models/storage/CONTAINER0.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER1,models/storage/CONTAINER1.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER2,models/storage/CONTAINER2.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER3,models/storage/CONTAINER3.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER4,models/storage/CONTAINER4.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER5,models/storage/CONTAINER5.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER6,models/storage/CONTAINER6.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER7,models/storage/CONTAINER7.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER8,models/storage/CONTAINER8.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
CONTAINER9,models/storage/CONTAINER9.fbx,7400,287,1,-2.005824,2.005824,4.011648,0.0,0.003284,4.014932,4.011648,2.009108,-2.005824,2.415679,4.421503,0.204927,
T_ARCH,models/timber_structures/T_ARCH.fbx,7400,140,1,-2.846914,2.710622,5.557536,-0.068146,-0.007507,3.343529,3.351036,1.668011,-0.207776,0.223784,0.43156,0.008004,
T_ARCH_H,models/timber_structures/T_ARCH_H.fbx,7400,76,1,-1.467264,1.379806,2.84707,-0.043729,-0.007507,3.343529,3.351036,1.668011,-0.178706,0.181633,0.360339,0.001463,
T_CHEV_DOOR,models/timber_structures/T_CHEV_DOOR.fbx,7400,110,1,-2.714618,2.714618,5.429236,0.0,0.0,3.332031,3.332031,1.666016,-0.070843,1.047904,1.118747,0.488531,
T_CHEV_WALL,models/timber_structures/T_CHEV_WALL.fbx,7400,88,1,-2.710006,2.714618,5.424624,0.002306,-0.00407,3.331953,3.336023,1.663942,-0.070843,0.721536,0.792379,0.325346,
T_CHEV_WALL_H_C,models/timber_structures/T_CHEV_WALL_H_C.fbx,7400,120,1,-0.728593,0.064613,0.793206,-0.33199,0.0,3.332457,3.332457,1.666229,-0.045516,0.724773,0.770289,0.339628,
T_CHEV_WIN0,models/timber_structures/T_CHEV_WIN0.fbx,7400,128,1,-2.708984,2.708984,5.417968,0.0,-0.007634,3.330271,3.337905,1.661319,-0.057495,0.759883,0.817378,0.351194,
T_CHEV_WIN1,models/timber_structures/T_CHEV_WIN1.fbx,7400,124,1,-2.708984,2.708984,5.417968,0.0,-0.007634,3.330271,3.337905,1.661319,-0.057495,0.759883,0.817378,0.351194,
T_CHEV_WIN2,models/timber_structures/T_CHEV_WIN2.fbx,7400,124,1,-2.708984,2.708984,5.417968,0.0,-0.007634,3.330271,3.337905,1.661319,-0.057495,0.759883,0.817378,0.351194,
T_DOOR,models/timber_structures/T_DOOR.fbx,7400,136,1,-2.846914,2.846914,5.693828,0.0,-0.007507,3.343529,3.351036,1.668011,-0.238889,0.238889,0.477778,0.0,
T_DOOR1,models/timber_structures/T_DOOR1.fbx,7400,136,1,-2.846914,2.846914,5.693828,0.0,-0.007507,3.343529,3.351036,1.668011,-0.238889,0.238889,0.477778,0.0,
T_DOORWINDOW,models/timber_structures/T_DOORWINDOW.fbx,7400,122,1,-2.713652,2.703962,5.417614,-0.004845,-0.007507,3.343529,3.351036,1.668011,-0.059687,0.059687,0.119374,0.0,
T_DOOR_H,models/timber_structures/T_DOOR_H.fbx,7400,108,1,-1.528334,1.528334,3.056668,0.0,-0.007507,3.343529,3.351036,1.668011,-0.177778,0.177778,0.355556,0.0,
T_FLOOR,models/timber_structures/T_FLOOR.fbx,7400,24,1,-2.660156,2.660156,5.320312,0.0,0.004852,0.132203,0.127351,0.068527,-2.65625,2.65625,5.3125,0.0,
T_FLOOR_Q,models/timber_structures/T_FLOOR_Q.fbx,7400,24,1,-1.320244,1.320117,2.640361,-6.3e-05,0.004852,0.132203,0.127351,0.068527,-1.31876,1.318995,2.637755,0.000117,
T_GDOOR,models/timber_structures/T_GDOOR.fbx,7400,104,1,-2.713652,2.703962,5.417614,-0.004845,-0.007507,3.343529,3.351036,1.668011,-1.525555,0.230531,1.756086,-0.647512,
T_GFLOOR,models/timber_structures/T_GFLOOR.fbx,7400,48,1,-2.660156,2.660156,5.320312,0.0,0.004852,0.132203,0.127351,0.068527,-2.65625,2.65625,5.3125,0.0,
T_RAMP,models/timber_structures/T_RAMP.fbx,7400,576,1,-2.666016,2.666016,5.332032,0.0,-0.237137,3.253906,3.491043,1.508385,-2.728623,2.724263,5.452886,-0.00218,
T_RAMP_H,models/timber_structures/T_RAMP_H.fbx,7400,560,1,-1.328,1.328,2.656,0.0,-0.237137,3.253906,3.491043,1.508385,-2.728623,2.724263,5.452886,-0.00218,
T_RAMP_Q_TOP,models/timber_structures/T_RAMP_Q_TOP.fbx,7400,224,1,-1.328,1.328,2.656,0.0,-1.088845,0.137341,1.226186,-0.475752,-1.461549,1.338879,2.800428,-0.061335,
T_ROOF0,models/timber_structures/T_ROOF0.fbx,7400,245,1,-2.703125,2.703125,5.40625,0.0,-0.008995,1.325196,1.334191,0.658101,-2.705078,2.701172,5.40625,-0.001953,
T_ROOF1,models/timber_structures/T_ROOF1.fbx,7400,272,1,-2.65625,2.65625,5.3125,0.0,0.0,2.661956,2.661956,1.330978,-2.658203,2.65625,5.314453,-0.000976,
T_ROOF2,models/timber_structures/T_ROOF2.fbx,7400,184,1,-2.65625,2.734693,5.390943,0.039222,0.0,2.158122,2.158122,1.079061,-2.658203,2.65625,5.314453,-0.000976,
T_ROOF3,models/timber_structures/T_ROOF3.fbx,7400,464,1,-2.777686,2.800537,5.578223,0.011425,0.0,5.040141,5.040141,2.520071,-2.777686,2.800537,5.578223,0.011425,
T_ROOF4,models/timber_structures/T_ROOF4.fbx,7400,200,1,-2.851323,2.786758,5.638081,-0.032282,0.0,2.240751,2.240751,1.120376,-2.812672,2.793949,5.606621,-0.009362,
T_ROOF5,models/timber_structures/T_ROOF5.fbx,7400,440,1,-2.751111,2.751111,5.502222,0.0,0.0,4.54586,4.54586,2.27293,-2.753099,2.751146,5.504245,-0.000976,
T_ROOF6,models/timber_structures/T_ROOF6.fbx,7400,252,1,-2.821307,2.821307,5.642614,0.0,-0.144865,1.155135,1.3,0.505135,-2.821307,2.821307,5.642614,0.0,
T_ROOF7,models/timber_structures/T_ROOF7.fbx,7400,101,1,-2.8,2.8,5.6,0.0,0.0,1.438593,1.438593,0.719297,-2.8,2.8,5.6,0.0,
T_ROOF_C,models/timber_structures/T_ROOF_C.fbx,7400,329,1,-2.753906,2.707031,5.460937,-0.023438,-0.014069,3.345703,3.359772,1.665817,-2.710938,2.765625,5.476563,0.027344,
T_ROOF_E_CAP,models/timber_structures/T_ROOF_E_CAP.fbx,7400,60,1,-0.191225,0.201703,0.392928,0.005239,-0.0,1.457734,1.457734,0.728867,-3.140355,3.140355,6.28071,0.0,
T_ROOF_E_Q,models/timber_structures/T_ROOF_E_Q.fbx,7400,44,1,-0.098163,0.108641,0.206804,0.005239,0.0,3.095584,3.095584,1.547792,-1.333008,1.331055,2.664063,-0.000977,
T_ROOF_IC,models/timber_structures/T_ROOF_IC.fbx,7400,368,1,-2.853516,2.703125,5.556641,-0.075196,-0.010796,3.345704,3.3565,1.667454,-2.701171,2.814453,5.515624,0.056641,
T_ROOF_M,models/timber_structures/T_ROOF_M.fbx,7400,260,1,-2.710938,2.710938,5.421876,0.0,-0.014068,3.345703,3.359771,1.665817,-2.710938,2.710938,5.421876,0.0,
T_ROOF_M_CAP,models/timber_structures/T_ROOF_M_CAP.fbx,7400,140,1,-2.666016,2.666016,5.332032,0.0,0.0,2.013672,2.013672,1.006836,-2.697266,2.697266,5.394532,0.0,
T_ROOF_M_CAP_Glass,models/timber_structures/T_ROOF_M_CAP_Glass.fbx,7400,80,1,-2.400391,2.400391,4.800782,0.0,0.272461,1.950195,1.677734,1.111328,-2.515625,2.505859,5.021484,-0.004883,
T_ROOF_M_Q,models/timber_structures/T_ROOF_M_Q.fbx,7400,120,1,-2.708992,2.708976,5.417968,-8e-06,0.0,3.381937,3.381937,1.690969,-1.381464,1.413571,2.795035,0.016053,
T_ROOF_M_WIN,models/timber_structures/T_ROOF_M_WIN.fbx,7400,168,1,-2.755859,2.755859,5.511719,0.0,-0.000616,1.222656,1.223272,0.61102,-2.748047,2.697266,5.445312,-0.025391,
T_TRIFLOOR,models/timber_structures/T_TRIFLOOR.fbx,7400,30,1,-3.05454,1.538827,4.593367,-0.757856,0.0,0.137085,0.137085,0.068543,-2.653532,2.653955,5.307487,0.000211,
T_TRIFLOOR_Q,models/timber_structures/T_TRIFLOOR_Q.fbx,7400,30,1,-1.528534,0.771095,2.299629,-0.37872,0.0,0.137085,0.137085,0.068543,-1.325525,1.324455,2.64998,-0.000535,
T_WALL,models/timber_structures/T_WALL.fbx,7400,48,1,-2.713652,2.703962,5.417614,-0.004845,-0.007507,3.343529,3.351036,1.668011,-0.059687,0.059687,0.119374,0.0,
T_WALLDIAGONAL,models/timber_structures/T_WALLDIAGONAL.fbx,7400,56,1,-2.713652,2.703962,5.417614,-0.004845,-0.007507,3.34353,3.351037,1.668011,-0.059687,0.059687,0.119374,0.0,
T_WALL_H,models/timber_structures/T_WALL_H.fbx,7400,48,1,-1.358586,1.348898,2.707484,-0.004844,-0.007507,3.343529,3.351036,1.668011,-0.059687,0.059687,0.119374,0.0,
T_WALL_Q,models/timber_structures/T_WALL_Q.fbx,7400,120,1,-2.811792,2.802102,5.613894,-0.004845,-0.007507,0.846252,0.853759,0.419373,-0.161394,0.161394,0.322788,0.0,
T_WALL_Q1,models/timber_structures/T_WALL_Q1.fbx,7400,96,1,-2.726623,2.716933,5.443556,-0.004845,-0.047653,0.83403,0.881683,0.393188,-0.074654,0.075651,0.150305,0.000498,
T_WALL_Q_H,models/timber_structures/T_WALL_Q_H.fbx,7400,120,1,-1.47481,1.46512,2.93993,-0.004845,-0.007507,0.846252,0.853759,0.419373,-0.161394,0.161394,0.322788,0.0,
T_WALL_Q_H1,models/timber_structures/T_WALL_Q_H1.fbx,7400,96,1,-1.358752,1.349062,2.707814,-0.004845,-0.047653,0.83403,0.881683,0.393188,-0.074654,0.075651,0.150305,0.000498,
T_WALL_WIN1,models/timber_structures/T_WALL_WIN1.fbx,7400,88,1,-2.838684,2.838684,5.677368,0.0,-0.007507,3.343529,3.351036,1.668011,-0.177778,0.177778,0.355556,0.0,
T_WALL_WIN2,models/timber_structures/T_WALL_WIN2.fbx,7400,88,1,-2.713652,2.703962,5.417614,-0.004845,-0.007507,3.343529,3.351036,1.668011,-0.177778,0.177778,0.355556,0.0,
T_WALL_WIN3,models/timber_structures/T_WALL_WIN3.fbx,7400,76,1,-2.713652,2.703962,5.417614,-0.004845,-0.007507,3.343529,3.351036,1.668011,-0.059687,0.059687,0.119374,0.0,
T_WALL_WINDOW,models/timber_structures/T_WALL_WINDOW.fbx,7400,112,1,-2.733619,2.734087,5.467706,0.000234,-0.007507,3.343529,3.351036,1.668011,-0.074921,0.074921,0.149842,0.0,
F_ARCHB,models/variants/F_ARCHB.fbx,7400,340,1,-3.0,3.0,6.0,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_ARCHB_H,models/variants/F_ARCHB_H.fbx,7400,174,1,-1.364009,1.339844,2.703853,-0.012083,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_ARCHM,models/variants/F_ARCHM.fbx,7400,340,1,-3.0,3.0,6.0,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_ARCHM_H,models/variants/F_ARCHM_H.fbx,7400,174,1,-1.364009,1.339844,2.703853,-0.012083,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_ARCHT,models/variants/F_ARCHT.fbx,7400,340,1,-3.0,3.0,6.0,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_ARCHT_H,models/variants/F_ARCHT_H.fbx,7400,174,1,-1.364009,1.339844,2.703853,-0.012083,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORB0,models/variants/F_DOORB0.fbx,7400,379,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORB0_H,models/variants/F_DOORB0_H.fbx,7400,379,1,-1.681626,1.664407,3.346033,-0.008609,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORB1,models/variants/F_DOORB1.fbx,7400,343,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORM0,models/variants/F_DOORM0.fbx,7400,379,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORM0_H,models/variants/F_DOORM0_H.fbx,7400,379,1,-1.681626,1.664407,3.346033,-0.008609,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORM1,models/variants/F_DOORM1.fbx,7400,343,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORT0,models/variants/F_DOORT0.fbx,7400,379,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORT0_H,models/variants/F_DOORT0_H.fbx,7400,379,1,-1.681626,1.664407,3.346033,-0.008609,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORT1,models/variants/F_DOORT1.fbx,7400,343,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_DOORWINB0,models/variants/F_DOORWINB0.fbx,7400,418,1,-2.677778,2.677777,5.355555,-0.0,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_DOORWINM0,models/variants/F_DOORWINM0.fbx,7400,418,1,-2.677778,2.677777,5.355555,-0.0,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_DOORWINT0,models/variants/F_DOORWINT0.fbx,7400,418,1,-2.677778,2.677777,5.355555,-0.0,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_GDOORB0,models/variants/F_GDOORB0.fbx,7400,392,1,-2.130543,2.122687,4.25323,-0.003928,0.024336,2.929822,2.905486,1.477079,-0.121277,0.187867,0.309144,0.033295,
F_GDOORM0,models/variants/F_GDOORM0.fbx,7400,392,1,-2.130543,2.122687,4.25323,-0.003928,0.024336,2.929822,2.905486,1.477079,-0.121277,0.187867,0.309144,0.033295,
F_GDOORT0,models/variants/F_GDOORT0.fbx,7400,392,1,-2.130543,2.122687,4.25323,-0.003928,0.024336,2.929822,2.905486,1.477079,-0.121277,0.187867,0.309144,0.033295,
F_WALLB,models/variants/F_WALLB.fbx,7400,279,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLB_DIAGONA,models/variants/F_WALLB_DIAGONA.fbx,7400,279,1,-2.723052,3.016144,5.739196,0.146546,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLB_H,models/variants/F_WALLB_H.fbx,7400,279,1,-1.708168,1.677114,3.385282,-0.015527,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLB_WIN0,models/variants/F_WALLB_WIN0.fbx,7400,314,1,-2.983274,2.983274,5.966548,0.0,0.0,3.431604,3.431604,1.715802,-0.350536,0.350536,0.701072,0.0,
F_WALLB_WIN1,models/variants/F_WALLB_WIN1.fbx,7400,349,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_WALLB_WIN2,models/variants/F_WALLB_WIN2.fbx,7400,289,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_WALLB_WIN3,models/variants/F_WALLB_WIN3.fbx,7400,281,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_WALLM,models/variants/F_WALLM.fbx,7400,279,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLM_DIAGONA,models/variants/F_WALLM_DIAGONA.fbx,7400,279,1,-2.723052,3.016144,5.739196,0.146546,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLM_H,models/variants/F_WALLM_H.fbx,7400,279,1,-1.708168,1.677114,3.385282,-0.015527,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLM_WIN0,models/variants/F_WALLM_WIN0.fbx,7400,314,1,-2.983274,2.983274,5.966548,0.0,0.0,3.431604,3.431604,1.715802,-0.350536,0.350536,0.701072,0.0,
F_WALLM_WIN1,models/variants/F_WALLM_WIN1.fbx,7400,349,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_WALLM_WIN2,models/variants/F_WALLM_WIN2.fbx,7400,289,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_WALLM_WIN3,models/variants/F_WALLM_WIN3.fbx,7400,281,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_WALLT,models/variants/F_WALLT.fbx,7400,279,1,-3.016144,3.016144,6.032288,0.0,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLT_DIAGONA,models/variants/F_WALLT_DIAGONA.fbx,7400,279,1,-2.723052,3.016144,5.739196,0.146546,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLT_H,models/variants/F_WALLT_H.fbx,7400,279,1,-1.708168,1.677114,3.385282,-0.015527,0.0,3.431604,3.431604,1.715802,-0.407011,0.404354,0.811365,-0.001328,
F_WALLT_WIN0,models/variants/F_WALLT_WIN0.fbx,7400,314,1,-2.983274,2.983274,5.966548,0.0,0.0,3.431604,3.431604,1.715802,-0.350536,0.350536,0.701072,0.0,
F_WALLT_WIN1,models/variants/F_WALLT_WIN1.fbx,7400,349,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_WALLT_WIN2,models/variants/F_WALLT_WIN2.fbx,7400,289,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
F_WALLT_WIN3,models/variants/F_WALLT_WIN3.fbx,7400,281,1,-2.687842,2.677777,5.365619,-0.005032,0.0,3.431604,3.431604,1.715802,-0.751148,0.751148,1.502296,0.0,
