ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
15,15.0,BASE_BUBBLECLUS,BUBBLE CLUSTER,Exotic Decorations,Planetary Glitches,BASE_BUBBLECLUS,,PROP,prop/detail or unclassified,models/exotic_decorations/BASE_BUBBLECLUS.fbx,DECORATIVE_FLORA_OR_GLITCH,1.735049,2.264394,2.026649,"[1.735049, 2.264394, 2.026649]","[1.735049, 2.026657, 2.264401]","[1.735049, 2.264394, 2.026649]","[-0.071846, 1.334192, 0.111815]","[0.071846, -1.334192, -0.111815]",-0.901509,1.12514,0.201991,2.466392,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.735049, 2.026649, 2.264394]","[2.026649, 2.264394, 1.735049]","[2.264394, 1.735049, 2.026649]","[0.867524, 1.013329, 1.132201]","[2.602573, 3.039986, 3.396602]","[3.470098, 4.053314, 4.528803]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
16,16.0,BASE_BUBPIPE,BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE,,BUBBLEPIPE_;_BUBBLEPIPE;PIPESAGNOSTIC_T;PIPESAGNOSTIC_B;PIPESAGNOSTIC_N;PIPESAGNOSTIC_E;PIPESAGNOSTIC_S;PIPESAGNOSTIC_W,prop/detail or unclassified,models/decoration/BASE_BUBPIPE.fbx,PIPE_OR_SHAPE,0.953124,0.953126,2.0,"[0.953124, 0.953126, 2.0]","[0.953124, 2.000003, 0.953133]","[0.953124, 0.953126, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-0.476567,0.476567,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.953124, 2.0, 0.953126]","[2.0, 0.953126, 0.953124]","[0.953126, 0.953123, 2.0]","[0.476562, 1.0, 0.476567]","[1.429686, 3.000004, 1.4297]","[1.906248, 4.000008, 1.906266]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
17,17.0,BASE_BUBPIPE_L,L-SHAPED BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE_L,,BUBBLEPIPEL_;_BUBBLEPIPEL,prop/detail or unclassified,models/decoration/BASE_BUBPIPE_L.fbx,PIPE_OR_SHAPE,0.953124,1.476563,1.476562,"[0.953124, 1.476563, 1.476562]","[0.953124, 1.476567, 1.476568]","[0.953124, 1.476563, 1.476562]","[0.0, -0.261718, 0.261719]","[0.0, 0.261718, -0.261719]",-0.476562,1.0,-1.000004,0.476565,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.953124, 1.476562, 1.476563]","[1.476562, 1.476563, 0.953124]","[1.476563, 0.953124, 1.476562]","[0.476562, 0.738283, 0.738284]","[1.429686, 2.214849, 2.214853]","[1.906248, 2.953135, 2.953137]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
18,18.0,BASE_BUBPIPE_S,BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE_S,,BUBBLEPIPE_;_BUBBLEPIPE,prop/detail or unclassified,models/decoration/BASE_BUBPIPE_S.fbx,PIPE_OR_SHAPE,0.953124,0.953126,2.0,"[0.953124, 0.953126, 2.0]","[0.953124, 2.000003, 0.953133]","[0.953124, 0.953126, 2.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",-1.0,1.0,-0.476567,0.476567,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.953124, 2.0, 0.953126]","[2.0, 0.953126, 0.953124]","[0.953126, 0.953123, 2.0]","[0.476562, 1.0, 0.476567]","[1.429686, 3.000004, 1.4297]","[1.906248, 4.000008, 1.906266]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
19,19.0,BASE_BUBPIPE_T,T-SHAPED BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE_T,,BUBBLEPIPET_;_BUBBLEPIPET,prop/detail or unclassified,models/decoration/BASE_BUBPIPE_T.fbx,PIPE_OR_SHAPE,2.0,1.476564,0.953125,"[2.0, 1.476564, 0.953125]","[2.0, 0.95313, 1.476567]","[2.0, 1.476564, 0.953125]","[0.0, 0.73828, -1e-06]","[0.0, -0.73828, 1e-06]",-0.476563,0.476562,-4e-06,1.476564,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.0, 0.953125, 1.476564]","[0.953125, 1.476564, 2.0]","[1.476564, 2.0, 0.953125]","[1.0, 0.476564, 0.738284]","[3.0, 1.429695, 2.214851]","[4.0, 1.906261, 2.953135]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
20,20.0,BASE_BUBPIPE_X,X-SHAPED BUBBLE DUCT,Decoration,Structural Adornments,BASE_BUBPIPE_X,,BUBBLEPIPEX_;_BUBBLEPIPEX,prop/detail or unclassified,models/decoration/BASE_BUBPIPE_X.fbx,PIPE_OR_SHAPE,2.0,1.999025,0.953125,"[2.0, 1.999025, 0.953125]","[2.0, 0.953132, 1.999028]","[2.0, 1.999025, 0.953125]","[0.0, 0.99951, -1e-06]","[0.0, -0.99951, 1e-06]",-0.476563,0.476562,-4e-06,1.999025,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.0, 0.953125, 1.999025]","[0.953125, 1.999025, 2.0]","[1.999025, 2.0, 0.953125]","[1.0, 0.476566, 0.999514]","[3.0, 1.429697, 2.998543]","[4.0, 1.906265, 3.998057]",GAME_VALIDATION_REQUIRED_PIPE_CONTEXTUAL_CONNECTOR,PIPE_FAMILY_BLENDER_DATA_NOT_AUTHORITATIVE;GAME_VALIDATION_REQUIRED;CONNECTED_PIPE_ASSEMBLY_TBD;PIPE_CONTEXTUAL_CONNECTOR_GRAPH;JSON_TRANSFORM_USEFUL;BLENDER_VISUAL_BBOX_NOT_AUTHORITATIVE;LOCAL_AXIS_2_UNIT_STEP_OBSERVED,USE_ONLY_WITH_PIPE_ASSEMBLY_VALIDATION,YES,USER_CONFIRMED_2026-06-18: Exported JSON + in-game screenshots show PIPE/BUBPIPE are contextual connector parts. JSON transforms are useful and show ~2.0-unit local-axis steps. Blender visual/bbox extraction is not authoritative. RX90 may correct isolated orientation but does not validate connected assembly continuity.,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,BLENDER_EXTRACTION_RAW_ONLY_GAME_BEHAVIOR_TBD
21,21.0,BASE_CAVE1,SAUCER FUNGUS,Exotic Decorations,Decorative Plants,BASE_CAVE1,,PROPS,prop/detail or unclassified,models/exotic_decorations/BASE_CAVE1.fbx,DECORATIVE_FLORA_OR_GLITCH,1.216309,0.454589,1.202149,"[1.216309, 0.454589, 1.202149]","[1.216309, 1.202151, 0.454593]","[1.216309, 0.454589, 1.202149]","[-0.00415, 0.226235, 0.01123]","[0.00415, -0.226235, -0.01123]",-0.589844,0.612305,-0.001062,0.453531,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.216309, 1.202149, 0.454589]","[1.202149, 0.454589, 1.216309]","[0.454589, 1.216309, 1.202149]","[0.608155, 0.601076, 0.227297]","[1.824464, 1.803226, 0.68189]","[2.432618, 2.404301, 0.909187]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
22,22.0,BASE_CAVE2,CAVE CREEPER,Exotic Decorations,Decorative Plants,BASE_CAVE2,,PROPS,prop/detail or unclassified,models/exotic_decorations/BASE_CAVE2.fbx,DECORATIVE_FLORA_OR_GLITCH,0.771241,1.819336,0.79248,"[0.771241, 1.819336, 0.79248]","[0.771241, 0.792487, 1.819339]","[0.771241, 1.819336, 0.79248]","[0.044068, 0.591309, 0.054199]","[-0.044068, -0.591309, -0.054199]",-0.342041,0.450439,-0.318361,1.500978,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.771241, 0.79248, 1.819336]","[0.79248, 1.819336, 0.771241]","[1.819336, 0.771241, 0.79248]","[0.385621, 0.396242, 0.909669]","[1.156862, 1.18873, 2.729008]","[1.542482, 1.584972, 3.638678]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
23,23.0,BASE_CAVE3,TROGLOTULIP,Exotic Decorations,Decorative Plants,BASE_CAVE3,,PROPS,prop/detail or unclassified,models/exotic_decorations/BASE_CAVE3.fbx,DECORATIVE_FLORA_OR_GLITCH,0.885986,1.433594,0.970947,"[0.885986, 1.433594, 0.970947]","[0.885986, 0.970952, 1.433597]","[0.885986, 1.433594, 0.970947]","[0.137573, 0.385742, -0.02185]","[-0.137573, -0.385742, 0.02185]",-0.507324,0.463623,-0.331057,1.102541,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[0.885986, 0.970947, 1.433594]","[0.970947, 1.433594, 0.885986]","[1.433594, 0.885986, 0.970947]","[0.442993, 0.485476, 0.716799]","[1.328979, 1.456429, 2.150396]","[1.771972, 1.941904, 2.867195]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
24,24.0,BASE_CAVE4,VEINED FLAT CAPS,Exotic Decorations,Decorative Plants,BASE_CAVE4,,PROPS,prop/detail or unclassified,models/exotic_decorations/BASE_CAVE4.fbx,DECORATIVE_FLORA_OR_GLITCH,1.085694,1.154786,1.015381,"[1.085694, 1.154786, 1.015381]","[1.085694, 1.015385, 1.15479]","[1.085694, 1.154786, 1.015381]","[-0.112915, 0.477295, -0.113403]","[0.112915, -0.477295, 0.113403]",-0.621094,0.394287,-0.100099,1.05469,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.085694, 1.015381, 1.154786]","[1.015381, 1.154786, 1.085694]","[1.154786, 1.085693, 1.015381]","[0.542847, 0.507692, 0.577395]","[1.628541, 1.523077, 1.732184]","[2.171388, 2.030771, 2.309579]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
25,25.0,BASE_CAVE5,FINGERY DEPOSIT,Exotic Decorations,Decorative Plants,BASE_CAVE5,,PROPS,prop/detail or unclassified,models/exotic_decorations/BASE_CAVE5.fbx,DECORATIVE_FLORA_OR_GLITCH,1.359863,2.677491,1.34668,"[1.359863, 2.677491, 1.34668]","[1.359863, 1.34669, 2.677496]","[1.359863, 2.677491, 1.34668]","[0.031983, 0.936646, 0.003418]","[-0.031983, -0.936646, -0.003418]",-0.669922,0.676758,-0.402102,2.275393,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.359863, 1.34668, 2.677491]","[1.34668, 2.677491, 1.359863]","[2.677491, 1.359863, 1.34668]","[0.679931, 0.673344, 1.338748]","[2.039794, 2.020035, 4.016244]","[2.719726, 2.69338, 5.354992]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
26,26.0,BASE_COLDPLANT1,HARDY SHRUB,Exotic Decorations,Decorative Plants,BASE_COLDPLANT1,,PROP,prop/detail or unclassified,models/exotic_decorations/BASE_COLDPLANT1.fbx,DECORATIVE_FLORA_OR_GLITCH,2.057348,2.768781,2.003807,"[2.057348, 2.768781, 2.003807]","[2.057348, 2.003817, 2.768788]","[2.057348, 2.768781, 2.003807]","[0.018432, 0.655875, 0.010093]","[-0.018432, -0.655875, -0.010093]",-0.99181,1.011997,-0.72852,2.040269,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.057348, 2.003807, 2.768781]","[2.003807, 2.768781, 2.057348]","[2.768781, 2.057348, 2.003807]","[1.028674, 1.001909, 1.384394]","[3.086022, 3.005726, 4.153183]","[4.114696, 4.007633, 5.537577]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
27,27.0,BASE_COLDPLANT2,FROZEN PLANTER,Exotic Decorations,Decorative Plants,BASE_COLDPLANT2,,PROP,prop/detail or unclassified,models/exotic_decorations/BASE_COLDPLANT2.fbx,DECORATIVE_FLORA_OR_GLITCH,2.327893,1.579387,3.316598,"[2.327893, 1.579387, 3.316598]","[2.327893, 3.316604, 1.579399]","[2.327893, 1.579387, 3.316598]","[-0.099797, 0.614477, -0.134612]","[0.099797, -0.614477, 0.134612]",-1.792911,1.523687,-0.175222,1.404177,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.327893, 3.316598, 1.579387]","[3.316598, 1.579387, 2.327893]","[1.579387, 2.327893, 3.316598]","[1.163947, 1.658302, 0.789699]","[3.49184, 4.974905, 2.369099]","[4.655786, 6.633207, 3.158798]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
28,28.0,BASE_COLDPLANT3,ANCIENT CONIFER,Exotic Decorations,Decorative Plants,BASE_COLDPLANT3,,PROP,prop/detail or unclassified,models/exotic_decorations/BASE_COLDPLANT3.fbx,DECORATIVE_FLORA_OR_GLITCH,4.714844,8.192383,4.625,"[4.714844, 8.192383, 4.625]","[4.714844, 4.62503, 8.1924]","[4.714844, 8.192383, 4.625]","[-0.173828, 2.946778, 0.222656]","[0.173828, -2.946778, -0.222656]",-2.089844,2.535156,-1.149423,7.042977,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[4.714844, 4.625001, 8.192383]","[4.625, 8.192383, 4.714844]","[8.192383, 4.714844, 4.625]","[2.357422, 2.312515, 4.0962]","[7.072266, 6.937546, 12.2886]","[9.429688, 9.250059, 16.3848]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
29,29.0,BASE_CONTOURPOD,CABLE POD,Exotic Decorations,Decorative Plants,BASE_CONTOURPOD,,PROP,prop/detail or unclassified,models/exotic_decorations/BASE_CONTOURPOD.fbx,DECORATIVE_FLORA_OR_GLITCH,3.788114,2.161035,3.839498,"[3.788114, 2.161035, 3.839498]","[3.788114, 3.839506, 2.161049]","[3.788114, 2.161035, 3.839498]","[-0.283189, 1.080518, -0.193958]","[0.283189, -1.080518, 0.193958]",-2.113707,1.725791,-6e-06,2.161043,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.788114, 3.839498, 2.161035]","[3.839498, 2.161036, 3.788114]","[2.161035, 3.788115, 3.839498]","[1.894057, 1.919754, 1.080524]","[5.682171, 5.759258, 3.241573]","[7.576228, 7.67901, 4.322098]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
30,30.0,BASE_DUST01,DESERT STAR,Exotic Decorations,Decorative Plants,BASE_DUST01,,,prop/detail or unclassified,models/exotic_decorations/BASE_DUST01.fbx,DECORATIVE_FLORA_OR_GLITCH,6.189453,6.134033,5.328125,"[6.189453, 6.134033, 5.328125]","[6.189453, 5.328147, 6.134053]","[6.189453, 6.134033, 5.328125]","[0.545898, 2.710327, 0.320312]","[-0.545898, -2.710327, -0.320312]",-2.34375,2.984375,-0.3567,5.777352,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.189453, 5.328125, 6.134033]","[5.328125, 6.134033, 6.189453]","[6.134033, 6.189454, 5.328125]","[3.094727, 2.664072, 3.067026]","[9.28418, 7.99222, 9.201078]","[12.378906, 10.656294, 12.268105]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
31,31.0,BASE_DUST02,PIPE CACTUS,Exotic Decorations,Decorative Plants,BASE_DUST02,,,prop/detail or unclassified,models/exotic_decorations/BASE_DUST02.fbx,DECORATIVE_FLORA_OR_GLITCH,1.337891,1.8927,1.502441,"[1.337891, 1.8927, 1.502441]","[1.337891, 1.502448, 1.892706]","[1.337891, 1.8927, 1.502441]","[0.0, 0.783142, 0.005615]","[0.0, -0.783142, -0.005615]",-0.745605,0.756836,-0.163211,1.729495,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.337891, 1.502441, 1.8927]","[1.502441, 1.8927, 1.337891]","[1.8927, 1.337891, 1.502441]","[0.668945, 0.751225, 0.946353]","[2.006836, 2.253672, 2.839058]","[2.675781, 3.004898, 3.785411]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
32,32.0,BASE_DUST03,DUST PALM,Exotic Decorations,Decorative Plants,BASE_DUST03,,,prop/detail or unclassified,models/exotic_decorations/BASE_DUST03.fbx,DECORATIVE_FLORA_OR_GLITCH,3.761719,3.483643,3.731445,"[3.761719, 3.483643, 3.731445]","[3.761719, 3.731458, 3.483656]","[3.761719, 3.483643, 3.731445]","[0.006836, 1.469116, -0.033691]","[-0.006836, -1.469116, 0.033691]",-1.899414,1.832031,-0.272712,3.210944,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[3.761719, 3.731445, 3.483643]","[3.731446, 3.483643, 3.761719]","[3.483643, 3.761719, 3.731445]","[1.880859, 1.865728, 1.741828]","[5.642578, 5.597187, 5.225484]","[7.523438, 7.462915, 6.967312]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
33,33.0,BASE_DUST04,LEOPARD TREE,Exotic Decorations,Decorative Plants,BASE_DUST04,,,prop/detail or unclassified,models/exotic_decorations/BASE_DUST04.fbx,DECORATIVE_FLORA_OR_GLITCH,9.253906,10.346191,9.277344,"[9.253906, 10.346191, 9.277344]","[9.253906, 9.277381, 10.346225]","[9.253906, 10.346191, 9.277344]","[-0.283203, 4.381592, 0.294922]","[0.283203, -4.381592, -0.294922]",-4.34375,4.933594,-0.791522,9.554703,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[9.253906, 9.277344, 10.346192]","[9.277344, 10.346191, 9.253906]","[10.346192, 9.253907, 9.277344]","[4.626953, 4.638691, 5.173112]","[13.880859, 13.916071, 15.519338]","[18.507812, 18.554764, 20.692449]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
34,34.0,BASE_DUST05,ORNAMENTAL TREE,Exotic Decorations,Decorative Plants,BASE_DUST05,,,prop/detail or unclassified,models/exotic_decorations/BASE_DUST05.fbx,DECORATIVE_FLORA_OR_GLITCH,10.390625,7.257812,10.976562,"[10.390625, 7.257812, 10.976562]","[10.390625, 10.976589, 7.257852]","[10.390625, 7.257812, 10.976562]","[1.4375, 1.941406, -1.828125]","[-1.4375, -1.941406, 1.828125]",-7.316406,3.660156,-1.687513,5.570339,1e-06,True,True,10,"[90.000207, 0.0, 0.0]","[10.390625, 10.976563, 7.257813]","[10.976563, 7.257812, 10.390625]","[7.257813, 10.390625, 10.976562]","[5.195312, 5.488295, 3.628926]","[15.585938, 16.464882, 10.886779]","[20.78125, 21.953176, 14.515705]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
35,35.0,BASE_DUST06,PORCELAIN FLOWER,Exotic Decorations,Decorative Plants,BASE_DUST06,,,prop/detail or unclassified,models/exotic_decorations/BASE_DUST06.fbx,DECORATIVE_FLORA_OR_GLITCH,1.00293,1.143475,1.151367,"[1.00293, 1.143475, 1.151367]","[1.00293, 1.151371, 1.143479]","[1.00293, 1.143475, 1.151367]","[0.022461, 0.5767, -0.036621]","[-0.022461, -0.5767, 0.036621]",-0.612305,0.539062,0.004961,1.14844,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.00293, 1.151367, 1.143475]","[1.151367, 1.143475, 1.00293]","[1.143475, 1.00293, 1.151367]","[0.501465, 0.575686, 0.571739]","[1.504395, 1.727057, 1.715218]","[2.005859, 2.302742, 2.286958]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
36,36.0,BASE_DUST07,TORQUE CACTUS,Exotic Decorations,Decorative Plants,BASE_DUST07,,,prop/detail or unclassified,models/exotic_decorations/BASE_DUST07.fbx,DECORATIVE_FLORA_OR_GLITCH,1.69043,3.577393,2.010742,"[1.69043, 3.577393, 2.010742]","[1.69043, 2.010755, 3.5774]","[1.69043, 3.577393, 2.010742]","[-0.068359, 1.594116, -0.165527]","[0.068359, -1.594116, 0.165527]",-1.170898,0.839844,-0.194583,3.382817,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[1.69043, 2.010742, 3.577393]","[2.010742, 3.577393, 1.69043]","[3.577393, 1.69043, 2.010742]","[0.845215, 1.005377, 1.7887]","[2.535645, 3.016134, 5.3661]","[3.380859, 4.021511, 7.1548]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
37,37.0,BASE_DUST08,SANDSTONE ROCK,Exotic Decorations,Decorative Plants,BASE_DUST08,,,prop/detail or unclassified,models/exotic_decorations/BASE_DUST08.fbx,DECORATIVE_FLORA_OR_GLITCH,2.104492,2.106201,1.67041,"[2.104492, 2.106201, 1.67041]","[2.104492, 1.670418, 2.106207]","[2.104492, 2.106201, 1.67041]","[0.029785, 0.676392, 0.185303]","[-0.029785, -0.676392, -0.185303]",-0.649902,1.020508,-0.376713,1.729495,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.104492, 1.67041, 2.106201]","[1.67041, 2.106201, 2.104492]","[2.106201, 2.104492, 1.67041]","[1.052246, 0.835209, 1.053104]","[3.156738, 2.505627, 3.159311]","[4.208984, 3.340836, 4.212415]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,YES,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
