ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,extent_x,extent_y,extent_z,center_x,center_y,center_z,SpacingRule
B_STR_H_Y_NW,ENGINE COVER (Y_NW),Corvette,Hull Plating,B_STR_H_Y_NW,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_Y_NW.fbx,2.989731,2.989136,10.703118,-1.514396,1.485901,2.351566,"use FBX extents X=2.990, Y=2.989, Z=10.703 * scale"
B_STR_H_Y_NW1,ENGINE COVER (Y_NW1),Corvette,Hull Plating,B_STR_H_Y_NW1,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_Y_NW1.fbx,10.703117,2.989136,2.989731,2.351566,1.485901,1.514397,"use FBX extents X=10.703, Y=2.989, Z=2.990 * scale"
B_STR_H_Y_NW2,ENGINE COVER (Y_NW2),Corvette,Hull Plating,B_STR_H_Y_NW2,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_Y_NW2.fbx,2.989731,2.989136,10.703118,1.514397,1.485901,-2.351566,"use FBX extents X=2.990, Y=2.989, Z=10.703 * scale"
B_STR_H_Y_NW3,ENGINE COVER (Y_NW3),Corvette,Hull Plating,B_STR_H_Y_NW3,B_STR_H_NE,,prop/detail or unclassified,models/corvette/B_STR_H_Y_NW3.fbx,10.703118,2.989136,2.989731,-2.351566,1.485901,-1.514396,"use FBX extents X=10.703, Y=2.989, Z=2.990 * scale"
B_STR_H_Y_S,FIREBOX COWLING (Y_S),Corvette,Hull Plating,B_STR_H_Y_S,B_STR_H_N,,prop/detail or unclassified,models/corvette/B_STR_H_Y_S.fbx,6.054688,3.07068,11.406357,0.0,1.486145,-2.703071,"use FBX extents X=6.055, Y=3.071, Z=11.406 * scale"
B_STR_H_Y_W,FIREBOX COWLING (Y_W),Corvette,Hull Plating,B_STR_H_Y_W,B_STR_H_N,,prop/detail or unclassified,models/corvette/B_STR_H_Y_W.fbx,11.406357,3.070679,6.054688,2.703071,1.486145,0.0,"use FBX extents X=11.406, Y=3.071, Z=6.055 * scale"
B_STR_I_E,RADIATOR CASING (E),Corvette,Hull Plating,B_STR_I_E,B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_E.fbx,2.992188,2.992188,5.996094,1.503906,1.496094,0.0,"use FBX extents X=2.992, Y=2.992, Z=5.996 * scale"
B_STR_I_N,RADIATOR CASING (N),Corvette,Hull Plating,B_STR_I_N,,,prop/detail or unclassified,models/corvette/B_STR_I_N.fbx,5.996094,2.992188,2.992188,0.0,1.496094,-1.503906,"use FBX extents X=5.996, Y=2.992, Z=2.992 * scale"
B_STR_I_NE,SPEEDBIRD DOME SECTION (NE),Corvette,Hull Plating,B_STR_I_NE,,,prop/detail or unclassified,models/corvette/B_STR_I_NE.fbx,5.808691,2.490234,5.808699,0.095752,1.245117,-0.095755,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_NE1,SPEEDBIRD DOME SECTION (NE1),Corvette,Hull Plating,B_STR_I_NE1,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_NE1.fbx,5.808699,2.490234,5.808692,-0.095756,1.245117,-0.095752,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_NE2,SPEEDBIRD DOME SECTION (NE2),Corvette,Hull Plating,B_STR_I_NE2,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_NE2.fbx,5.808692,2.490234,5.808699,-0.095752,1.245117,0.095756,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_NE3,SPEEDBIRD DOME SECTION (NE3),Corvette,Hull Plating,B_STR_I_NE3,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_NE3.fbx,5.808699,2.490234,5.808692,0.095756,1.245117,0.095752,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_NW,SPEEDBIRD DOME SECTION (NW),Corvette,Hull Plating,B_STR_I_NW,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_NW.fbx,5.808692,2.490234,5.808698,-0.095752,1.245117,-0.095756,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_NW1,SPEEDBIRD DOME SECTION (NW1),Corvette,Hull Plating,B_STR_I_NW1,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_NW1.fbx,5.808699,2.490234,5.808692,-0.095756,1.245117,0.095752,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_NW2,SPEEDBIRD DOME SECTION (NW2),Corvette,Hull Plating,B_STR_I_NW2,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_NW2.fbx,5.808692,2.490234,5.808699,0.095752,1.245117,0.095756,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_NW3,SPEEDBIRD DOME SECTION (NW3),Corvette,Hull Plating,B_STR_I_NW3,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_NW3.fbx,5.808699,2.490234,5.808692,0.095756,1.245117,-0.095752,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_S,RADIATOR CASING (S),Corvette,Hull Plating,B_STR_I_S,B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_S.fbx,5.996094,2.992188,2.992188,0.0,1.496094,1.503906,"use FBX extents X=5.996, Y=2.992, Z=2.992 * scale"
B_STR_I_W,RADIATOR CASING (W),Corvette,Hull Plating,B_STR_I_W,B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_W.fbx,2.992188,2.992188,5.996094,-1.503906,1.496094,0.0,"use FBX extents X=2.992, Y=2.992, Z=5.996 * scale"
B_STR_I_Y_E,RADIATOR CASING (Y_E),Corvette,Hull Plating,B_STR_I_Y_E,B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_Y_E.fbx,2.992188,2.992188,5.996094,1.503906,1.496093,0.0,"use FBX extents X=2.992, Y=2.992, Z=5.996 * scale"
B_STR_I_Y_N,RADIATOR CASING (Y_N),Corvette,Hull Plating,B_STR_I_Y_N,B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_Y_N.fbx,5.996094,2.992188,2.992188,0.0,1.496094,-1.503906,"use FBX extents X=5.996, Y=2.992, Z=2.992 * scale"
B_STR_I_Y_NE,SPEEDBIRD DOME SECTION (Y_NE),Corvette,Hull Plating,B_STR_I_Y_NE,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NE.fbx,5.808691,2.490235,5.808699,0.095752,1.245117,-0.095755,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_Y_NE1,SPEEDBIRD DOME SECTION (Y_NE1),Corvette,Hull Plating,B_STR_I_Y_NE1,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NE1.fbx,5.808699,2.490235,5.808692,-0.095756,1.245117,-0.095752,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_Y_NE2,SPEEDBIRD DOME SECTION (Y_NE2),Corvette,Hull Plating,B_STR_I_Y_NE2,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NE2.fbx,5.808692,2.490234,5.808699,-0.095752,1.245117,0.095756,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_Y_NE3,SPEEDBIRD DOME SECTION (Y_NE3),Corvette,Hull Plating,B_STR_I_Y_NE3,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NE3.fbx,5.808699,2.490234,5.808692,0.095756,1.245117,0.095752,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_Y_NW,SPEEDBIRD DOME SECTION (Y_NW),Corvette,Hull Plating,B_STR_I_Y_NW,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NW.fbx,5.808692,2.490235,5.808699,-0.095752,1.245117,-0.095756,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_Y_NW1,SPEEDBIRD DOME SECTION (Y_NW1),Corvette,Hull Plating,B_STR_I_Y_NW1,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NW1.fbx,5.808699,2.490234,5.808692,-0.095756,1.245117,0.095752,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_Y_NW2,SPEEDBIRD DOME SECTION (Y_NW2),Corvette,Hull Plating,B_STR_I_Y_NW2,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NW2.fbx,5.808692,2.490234,5.808699,0.095752,1.245117,0.095756,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_Y_NW3,SPEEDBIRD DOME SECTION (Y_NW3),Corvette,Hull Plating,B_STR_I_Y_NW3,B_STR_I_NE,,prop/detail or unclassified,models/corvette/B_STR_I_Y_NW3.fbx,5.808699,2.490235,5.808692,0.095756,1.245117,-0.095752,"use FBX extents X=5.809, Y=2.490, Z=5.809 * scale"
B_STR_I_Y_S,RADIATOR CASING (Y_S),Corvette,Hull Plating,B_STR_I_Y_S,B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_Y_S.fbx,5.996094,2.992188,2.992188,0.0,1.496094,1.503906,"use FBX extents X=5.996, Y=2.992, Z=2.992 * scale"
B_STR_I_Y_W,RADIATOR CASING (Y_W),Corvette,Hull Plating,B_STR_I_Y_W,B_STR_I_N,,prop/detail or unclassified,models/corvette/B_STR_I_Y_W.fbx,2.992188,2.992188,5.996094,-1.503906,1.496093,0.0,"use FBX extents X=2.992, Y=2.992, Z=5.996 * scale"
B_STR_J_E,SPEEDBIRD DIFFUSER (E),Corvette,Hull Plating,B_STR_J_E,B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_E.fbx,2.919983,2.919922,6.027344,1.504913,1.459961,0.0,"use FBX extents X=2.920, Y=2.920, Z=6.027 * scale"
B_STR_J_N,SPEEDBIRD DIFFUSER (N),Corvette,Hull Plating,B_STR_J_N,,,prop/detail or unclassified,models/corvette/B_STR_J_N.fbx,6.027344,2.919922,2.919983,0.0,1.459961,-1.504913,"use FBX extents X=6.027, Y=2.920, Z=2.920 * scale"
B_STR_J_NE,SPEEDBIRD NACELLE (NE),Corvette,Hull Plating,B_STR_J_NE,,,prop/detail or unclassified,models/corvette/B_STR_J_NE.fbx,6.007819,2.92469,11.969458,-0.003903,1.457577,2.984021,"use FBX extents X=6.008, Y=2.925, Z=11.969 * scale"
B_STR_J_NE1,SPEEDBIRD NACELLE (NE1),Corvette,Hull Plating,B_STR_J_NE1,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NE1.fbx,11.969458,2.92469,6.00782,2.984021,1.457577,0.003903,"use FBX extents X=11.969, Y=2.925, Z=6.008 * scale"
B_STR_J_NE2,SPEEDBIRD NACELLE (NE2),Corvette,Hull Plating,B_STR_J_NE2,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NE2.fbx,6.00782,2.92469,11.969458,0.003903,1.457577,-2.984021,"use FBX extents X=6.008, Y=2.925, Z=11.969 * scale"
B_STR_J_NE3,SPEEDBIRD NACELLE (NE3),Corvette,Hull Plating,B_STR_J_NE3,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NE3.fbx,11.969458,2.92469,6.007819,-2.984021,1.457577,-0.003903,"use FBX extents X=11.969, Y=2.925, Z=6.008 * scale"
B_STR_J_NW,SPEEDBIRD NACELLE (NW),Corvette,Hull Plating,B_STR_J_NW,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NW.fbx,6.00782,2.92469,11.969458,0.003902,1.457577,2.984021,"use FBX extents X=6.008, Y=2.925, Z=11.969 * scale"
B_STR_J_NW1,SPEEDBIRD NACELLE (NW1),Corvette,Hull Plating,B_STR_J_NW1,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NW1.fbx,11.969458,2.92469,6.007819,2.984021,1.457577,-0.003903,"use FBX extents X=11.969, Y=2.925, Z=6.008 * scale"
B_STR_J_NW2,SPEEDBIRD NACELLE (NW2),Corvette,Hull Plating,B_STR_J_NW2,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NW2.fbx,6.00782,2.92469,11.969458,-0.003903,1.457577,-2.984021,"use FBX extents X=6.008, Y=2.925, Z=11.969 * scale"
B_STR_J_NW3,SPEEDBIRD NACELLE (NW3),Corvette,Hull Plating,B_STR_J_NW3,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_NW3.fbx,11.969458,2.92469,6.00782,-2.984021,1.457577,0.003903,"use FBX extents X=11.969, Y=2.925, Z=6.008 * scale"
B_STR_J_S,SPEEDBIRD DIFFUSER (S),Corvette,Hull Plating,B_STR_J_S,B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_S.fbx,6.027344,2.919922,2.919983,0.0,1.459961,1.504913,"use FBX extents X=6.027, Y=2.920, Z=2.920 * scale"
B_STR_J_W,SPEEDBIRD DIFFUSER (W),Corvette,Hull Plating,B_STR_J_W,B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_W.fbx,2.919983,2.919922,6.027344,-1.504913,1.459961,0.0,"use FBX extents X=2.920, Y=2.920, Z=6.027 * scale"
B_STR_J_Y_E,SPEEDBIRD DIFFUSER (Y_E),Corvette,Hull Plating,B_STR_J_Y_E,B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_Y_E.fbx,2.919983,2.919923,6.027344,1.504913,1.459961,0.0,"use FBX extents X=2.920, Y=2.920, Z=6.027 * scale"
B_STR_J_Y_N,SPEEDBIRD DIFFUSER (Y_N),Corvette,Hull Plating,B_STR_J_Y_N,B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_Y_N.fbx,6.027344,2.919922,2.919984,0.0,1.459961,-1.504913,"use FBX extents X=6.027, Y=2.920, Z=2.920 * scale"
B_STR_J_Y_NE,SPEEDBIRD NACELLE (Y_NE),Corvette,Hull Plating,B_STR_J_Y_NE,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NE.fbx,6.007819,2.92469,11.969458,-0.003903,1.457577,2.984021,"use FBX extents X=6.008, Y=2.925, Z=11.969 * scale"
B_STR_J_Y_NE1,SPEEDBIRD NACELLE (Y_NE1),Corvette,Hull Plating,B_STR_J_Y_NE1,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NE1.fbx,11.969458,2.92469,6.00782,2.984021,1.457577,0.003903,"use FBX extents X=11.969, Y=2.925, Z=6.008 * scale"
B_STR_J_Y_NE2,SPEEDBIRD NACELLE (Y_NE2),Corvette,Hull Plating,B_STR_J_Y_NE2,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NE2.fbx,6.00782,2.924691,11.969458,0.003903,1.457576,-2.984021,"use FBX extents X=6.008, Y=2.925, Z=11.969 * scale"
B_STR_J_Y_NE3,SPEEDBIRD NACELLE (Y_NE3),Corvette,Hull Plating,B_STR_J_Y_NE3,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NE3.fbx,11.969458,2.924691,6.007819,-2.984021,1.457576,-0.003903,"use FBX extents X=11.969, Y=2.925, Z=6.008 * scale"
B_STR_J_Y_NW,SPEEDBIRD NACELLE (Y_NW),Corvette,Hull Plating,B_STR_J_Y_NW,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NW.fbx,6.00782,2.92469,11.969458,0.003902,1.457577,2.984021,"use FBX extents X=6.008, Y=2.925, Z=11.969 * scale"
B_STR_J_Y_NW1,SPEEDBIRD NACELLE (Y_NW1),Corvette,Hull Plating,B_STR_J_Y_NW1,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NW1.fbx,11.969458,2.924691,6.007819,2.984021,1.457576,-0.003903,"use FBX extents X=11.969, Y=2.925, Z=6.008 * scale"
B_STR_J_Y_NW2,SPEEDBIRD NACELLE (Y_NW2),Corvette,Hull Plating,B_STR_J_Y_NW2,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NW2.fbx,6.00782,2.924691,11.969458,-0.003903,1.457576,-2.984021,"use FBX extents X=6.008, Y=2.925, Z=11.969 * scale"
B_STR_J_Y_NW3,SPEEDBIRD NACELLE (Y_NW3),Corvette,Hull Plating,B_STR_J_Y_NW3,B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NW3.fbx,11.969458,2.92469,6.00782,-2.984021,1.457577,0.003903,"use FBX extents X=11.969, Y=2.925, Z=6.008 * scale"
B_STR_J_Y_S,SPEEDBIRD DIFFUSER (Y_S),Corvette,Hull Plating,B_STR_J_Y_S,B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_Y_S.fbx,6.027344,2.919922,2.919983,0.0,1.459961,1.504913,"use FBX extents X=6.027, Y=2.920, Z=2.920 * scale"
B_STR_J_Y_W,SPEEDBIRD DIFFUSER (Y_W),Corvette,Hull Plating,B_STR_J_Y_W,B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_Y_W.fbx,2.919983,2.919923,6.027344,-1.504913,1.459961,0.0,"use FBX extents X=2.920, Y=2.920, Z=6.027 * scale"
B_STR_K_E,ALBATROSS SIDEPOD (E),Corvette,Hull Plating,B_STR_K_E,B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_E.fbx,6.128907,3.027344,6.0,-0.064453,1.513672,0.0,"use FBX extents X=6.129, Y=3.027, Z=6.000 * scale"
B_STR_K_N,ALBATROSS SIDEPOD (N),Corvette,Hull Plating,B_STR_K_N,,,prop/detail or unclassified,models/corvette/B_STR_K_N.fbx,6.0,3.027344,6.128907,0.0,1.513672,0.064453,"use FBX extents X=6.000, Y=3.027, Z=6.129 * scale"
B_STR_K_NE,ARCADIA BLADE (NE),Corvette,Hull Plating,B_STR_K_NE,,,prop/detail or unclassified,models/corvette/B_STR_K_NE.fbx,5.473436,2.722656,11.523491,0.264062,1.361328,2.761692,"use FBX extents X=5.473, Y=2.723, Z=11.523 * scale"
B_STR_K_NE1,ARCADIA BLADE (NE1),Corvette,Hull Plating,B_STR_K_NE1,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NE1.fbx,11.523491,2.722656,5.473438,2.761692,1.361328,-0.264063,"use FBX extents X=11.523, Y=2.723, Z=5.473 * scale"
B_STR_K_NE2,ARCADIA BLADE (NE2),Corvette,Hull Plating,B_STR_K_NE2,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NE2.fbx,5.473437,2.722656,11.523491,-0.264062,1.361328,-2.761692,"use FBX extents X=5.473, Y=2.723, Z=11.523 * scale"
B_STR_K_NE3,ARCADIA BLADE (NE3),Corvette,Hull Plating,B_STR_K_NE3,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NE3.fbx,11.523491,2.722656,5.473436,-2.761692,1.361328,0.264062,"use FBX extents X=11.523, Y=2.723, Z=5.473 * scale"
B_STR_K_NW,ARCADIA BLADE (NW),Corvette,Hull Plating,B_STR_K_NW,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NW.fbx,5.473438,2.722656,11.523491,-0.264063,1.361328,2.761692,"use FBX extents X=5.473, Y=2.723, Z=11.523 * scale"
B_STR_K_NW1,ARCADIA BLADE (NW1),Corvette,Hull Plating,B_STR_K_NW1,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NW1.fbx,11.523491,2.722656,5.473436,2.761692,1.361328,0.264062,"use FBX extents X=11.523, Y=2.723, Z=5.473 * scale"
B_STR_K_NW2,ARCADIA BLADE (NW2),Corvette,Hull Plating,B_STR_K_NW2,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NW2.fbx,5.473437,2.722656,11.523491,0.264062,1.361328,-2.761692,"use FBX extents X=5.473, Y=2.723, Z=11.523 * scale"
B_STR_K_NW3,ARCADIA BLADE (NW3),Corvette,Hull Plating,B_STR_K_NW3,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NW3.fbx,11.523491,2.722656,5.473438,-2.761692,1.361328,-0.264063,"use FBX extents X=11.523, Y=2.723, Z=5.473 * scale"
B_STR_K_S,ALBATROSS SIDEPOD (S),Corvette,Hull Plating,B_STR_K_S,B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_S.fbx,6.0,3.027344,6.128906,0.0,1.513672,-0.064453,"use FBX extents X=6.000, Y=3.027, Z=6.129 * scale"
B_STR_K_W,ALBATROSS SIDEPOD (W),Corvette,Hull Plating,B_STR_K_W,B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_W.fbx,6.128907,3.027344,6.0,0.064453,1.513672,0.0,"use FBX extents X=6.129, Y=3.027, Z=6.000 * scale"
B_STR_K_Y_E,ALBATROSS SIDEPOD (Y_E),Corvette,Hull Plating,B_STR_K_Y_E,B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_Y_E.fbx,6.128907,3.027344,6.0,-0.064453,1.513672,0.0,"use FBX extents X=6.129, Y=3.027, Z=6.000 * scale"
B_STR_K_Y_N,ALBATROSS SIDEPOD (Y_N),Corvette,Hull Plating,B_STR_K_Y_N,B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_Y_N.fbx,6.0,3.027344,6.128907,0.0,1.513672,0.064453,"use FBX extents X=6.000, Y=3.027, Z=6.129 * scale"
B_STR_K_Y_NE,ARCADIA BLADE (Y_NE),Corvette,Hull Plating,B_STR_K_Y_NE,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NE.fbx,5.473436,2.722656,11.523491,0.264062,1.361328,2.761692,"use FBX extents X=5.473, Y=2.723, Z=11.523 * scale"
B_STR_K_Y_NE1,ARCADIA BLADE (Y_NE1),Corvette,Hull Plating,B_STR_K_Y_NE1,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NE1.fbx,11.523491,2.722656,5.473439,2.761692,1.361328,-0.264063,"use FBX extents X=11.523, Y=2.723, Z=5.473 * scale"
B_STR_K_Y_NE2,ARCADIA BLADE (Y_NE2),Corvette,Hull Plating,B_STR_K_Y_NE2,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NE2.fbx,5.473437,2.722657,11.523491,-0.264062,1.361328,-2.761692,"use FBX extents X=5.473, Y=2.723, Z=11.523 * scale"
B_STR_K_Y_NE3,ARCADIA BLADE (Y_NE3),Corvette,Hull Plating,B_STR_K_Y_NE3,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NE3.fbx,11.523491,2.722657,5.473436,-2.761692,1.361328,0.264062,"use FBX extents X=11.523, Y=2.723, Z=5.473 * scale"
B_STR_K_Y_NW,ARCADIA BLADE (Y_NW),Corvette,Hull Plating,B_STR_K_Y_NW,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NW.fbx,5.473438,2.722656,11.523491,-0.264063,1.361328,2.761692,"use FBX extents X=5.473, Y=2.723, Z=11.523 * scale"
B_STR_K_Y_NW1,ARCADIA BLADE (Y_NW1),Corvette,Hull Plating,B_STR_K_Y_NW1,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NW1.fbx,11.523491,2.722657,5.473436,2.761692,1.361328,0.264062,"use FBX extents X=11.523, Y=2.723, Z=5.473 * scale"
B_STR_K_Y_NW2,ARCADIA BLADE (Y_NW2),Corvette,Hull Plating,B_STR_K_Y_NW2,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NW2.fbx,5.473437,2.722657,11.523491,0.264062,1.361328,-2.761692,"use FBX extents X=5.473, Y=2.723, Z=11.523 * scale"
B_STR_K_Y_NW3,ARCADIA BLADE (Y_NW3),Corvette,Hull Plating,B_STR_K_Y_NW3,B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NW3.fbx,11.523491,2.722656,5.473439,-2.761692,1.361328,-0.264063,"use FBX extents X=11.523, Y=2.723, Z=5.473 * scale"
B_STR_K_Y_S,ALBATROSS SIDEPOD (Y_S),Corvette,Hull Plating,B_STR_K_Y_S,B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_Y_S.fbx,6.0,3.027344,6.128906,0.0,1.513672,-0.064453,"use FBX extents X=6.000, Y=3.027, Z=6.129 * scale"
B_STR_K_Y_W,ALBATROSS SIDEPOD (Y_W),Corvette,Hull Plating,B_STR_K_Y_W,B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_Y_W.fbx,6.128907,3.027344,6.0,0.064453,1.513672,0.0,"use FBX extents X=6.129, Y=3.027, Z=6.000 * scale"
B_STR_L_E,ALBATROSS CARGO TANK (E),Corvette,Hull Plating,B_STR_L_E,B_STR_L_N,,prop/detail or unclassified,models/corvette/B_STR_L_E.fbx,5.988282,2.998047,6.0,0.005859,1.499023,0.0,"use FBX extents X=5.988, Y=2.998, Z=6.000 * scale"
B_STR_L_N,ALBATROSS CARGO TANK (N),Corvette,Hull Plating,B_STR_L_N,,,prop/detail or unclassified,models/corvette/B_STR_L_N.fbx,6.0,2.998047,5.988282,0.0,1.499023,-0.005859,"use FBX extents X=6.000, Y=2.998, Z=5.988 * scale"
B_STR_L_NE,ARCADIA STABILISER (NE),Corvette,Hull Plating,B_STR_L_NE,,,prop/detail or unclassified,models/corvette/B_STR_L_NE.fbx,6.230468,2.99222,9.820332,-0.115234,1.496077,1.910147,"use FBX extents X=6.230, Y=2.992, Z=9.820 * scale"
B_STR_L_NE1,ARCADIA STABILISER (NE1),Corvette,Hull Plating,B_STR_L_NE1,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_NE1.fbx,9.820333,2.99222,6.230469,1.910146,1.496077,0.115234,"use FBX extents X=9.820, Y=2.992, Z=6.230 * scale"
B_STR_L_NE2,ARCADIA STABILISER (NE2),Corvette,Hull Plating,B_STR_L_NE2,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_NE2.fbx,6.230469,2.99222,9.820332,0.115234,1.496077,-1.910146,"use FBX extents X=6.230, Y=2.992, Z=9.820 * scale"
B_STR_L_NE3,ARCADIA STABILISER (NE3),Corvette,Hull Plating,B_STR_L_NE3,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_NE3.fbx,9.820332,2.99222,6.230468,-1.910147,1.496077,-0.115234,"use FBX extents X=9.820, Y=2.992, Z=6.230 * scale"
B_STR_L_NW,ARCADIA STABILISER (NW),Corvette,Hull Plating,B_STR_L_NW,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_NW.fbx,6.23047,2.99222,9.820332,0.115234,1.496077,1.910146,"use FBX extents X=6.230, Y=2.992, Z=9.820 * scale"
B_STR_L_NW1,ARCADIA STABILISER (NW1),Corvette,Hull Plating,B_STR_L_NW1,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_NW1.fbx,9.820332,2.99222,6.230468,1.910147,1.496077,-0.115234,"use FBX extents X=9.820, Y=2.992, Z=6.230 * scale"
B_STR_L_NW2,ARCADIA STABILISER (NW2),Corvette,Hull Plating,B_STR_L_NW2,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_NW2.fbx,6.230469,2.99222,9.820332,-0.115234,1.496077,-1.910146,"use FBX extents X=6.230, Y=2.992, Z=9.820 * scale"
